host;ip;port;lastseen;delay;cid;country_code;country_name;city;checks_up;checks_down;anon;http;ssl;socks4;socks5
172.67.227.239;172.67.227.239;80;1035;120;6252001;US;United States;;8927;829;1;1;0;0;0
172.67.211.237;172.67.211.237;80;1035;120;6252001;US;United States;;8693;836;1;1;0;0;0
172.67.70.202;172.67.70.202;80;1035;120;6252001;US;United States;;8957;745;1;1;0;0;0
172.67.167.68;172.67.167.68;80;1035;160;6252001;US;United States;;7893;808;1;1;0;0;0
23.227.39.178;23.227.39.178;80;1035;180;6094817;CA;Canada;Ottawa;7127;753;1;1;0;0;0
172.67.156.241;172.67.156.241;80;1035;160;6252001;US;United States;;4690;742;1;1;0;0;0
141.101.115.131;141.101.115.131;80;1035;120;0;;;;103;50;1;1;0;0;0
154.31.113.209;154.31.113.209;80;1131;1020;1850147;JP;Japan;Tokyo;328;82;4;1;0;0;0
141.101.120.56;141.101.120.56;80;1142;140;6255149;;;;10083;768;1;1;0;0;0
141.101.120.124;141.101.120.124;80;1142;160;6255149;;;;10150;765;1;1;0;0;0
172.67.169.21;172.67.169.21;80;1142;160;0;;;;1708;750;1;1;0;0;0
108.162.195.219;108.162.195.219;80;1142;160;0;;;;170;104;1;1;0;0;0
8.35.211.61;8.35.211.61;80;1142;160;0;;;;103;76;1;1;0;0;0
173.245.49.29;173.245.49.29;80;1143;80;2988507;FR;France;Paris;17099;871;1;1;0;0;0
173.245.49.58;173.245.49.58;80;1143;120;2988507;FR;France;Paris;13897;891;1;1;0;0;0
31.43.179.225;31.43.179.225;80;1143;20;1522867;KZ;Kazakstan;;12126;923;1;1;0;0;0
172.64.89.0;172.64.89.0;80;1143;80;6252001;US;United States;;11239;790;1;1;0;0;0
188.114.97.12;188.114.97.12;80;1143;100;2759794;NL;Netherlands;Amsterdam;10981;834;1;1;0;0;0
141.101.120.48;141.101.120.48;80;1143;120;6255149;;;;10112;748;1;1;0;0;0
66.235.200.247;66.235.200.247;80;1143;100;6252001;US;United States;;7703;761;1;1;0;0;0
108.162.192.190;108.162.192.190;80;1143;100;0;;;;66;97;1;1;0;0;0
8.35.211.155;8.35.211.155;80;1143;120;0;;;;56;78;1;1;0;0;0
141.101.115.181;141.101.115.181;80;1143;120;0;;;;163;109;1;1;0;0;0
108.162.193.111;108.162.193.111;80;1143;120;0;;;;158;106;1;1;0;0;0
195.85.23.113;195.85.23.113;80;1143;140;3077311;CZ;Czech Republic;;80;66;1;1;0;0;0
8.219.77.141;8.219.77.141;80;1163;1220;1880251;SG;Singapore;;10628;142;3;1;0;0;0
23.227.38.128;23.227.38.128;80;1164;120;6251999;CA;Canada;;14013;866;1;1;0;0;0
172.67.222.223;172.67.222.223;80;1164;120;6252001;US;United States;;10462;841;1;1;0;0;0
141.101.120.211;141.101.120.211;80;1164;120;6255149;;;;10068;769;1;1;0;0;0
141.101.123.70;141.101.123.70;80;1164;120;6255149;;;;10138;739;1;1;0;0;0
172.67.167.75;172.67.167.75;80;1164;100;6252001;US;United States;;7832;788;1;1;0;0;0
141.101.113.220;141.101.113.220;80;1164;100;0;;;;133;105;1;1;0;0;0
141.101.113.175;141.101.113.175;80;1164;100;0;;;;118;92;1;1;0;0;0
141.101.123.212;141.101.123.212;80;1167;100;6255149;;;;16709;859;1;1;0;0;0
172.67.68.234;172.67.68.234;80;1167;120;6252001;US;United States;;15551;808;1;1;0;0;0
23.227.38.99;23.227.38.99;80;1167;120;6251999;CA;Canada;;13931;887;1;1;0;0;0
173.245.49.116;173.245.49.116;80;1167;120;2988507;FR;France;Paris;13845;864;1;1;0;0;0
172.67.172.177;172.67.172.177;80;1167;120;6252001;US;United States;;11870;827;1;1;0;0;0
141.101.120.10;141.101.120.10;80;1167;120;6255149;;;;11394;767;1;1;0;0;0
141.101.121.1;141.101.121.1;80;1167;100;6255149;;;;10135;753;1;1;0;0;0
141.101.113.250;141.101.113.250;80;1167;120;0;;;;115;73;1;1;0;0;0
58.241.88.18;58.241.88.18;800;1193;1080;1814991;CN;China;;1587;84;4;1;0;0;0
172.67.176.12;172.67.176.12;80;1205;4600;6252001;US;United States;;14846;862;1;1;0;0;0
23.227.38.20;23.227.38.20;80;1205;4600;6251999;CA;Canada;;14690;889;1;1;0;0;0
23.227.38.157;23.227.38.157;80;1205;4600;6251999;CA;Canada;;13969;861;1;1;0;0;0
23.227.38.231;23.227.38.231;80;1205;4600;6251999;CA;Canada;;13921;882;1;1;0;0;0
31.43.179.19;31.43.179.19;80;1205;4460;1522867;KZ;Kazakstan;;11858;943;1;1;0;0;0
172.67.125.224;172.67.125.224;80;1205;4600;6252001;US;United States;;11819;777;1;1;0;0;0
172.67.75.9;172.67.75.9;80;1205;4600;6252001;US;United States;;11590;755;1;1;0;0;0
141.101.120.179;141.101.120.179;80;1205;4600;6255149;;;;10076;757;1;1;0;0;0
141.101.122.227;141.101.122.227;80;1205;4600;6255149;;;;10122;728;1;1;0;0;0
172.67.207.76;172.67.207.76;80;1205;4600;6252001;US;United States;;7485;763;1;1;0;0;0
172.64.33.94;172.64.33.94;80;1205;4600;0;;;;3013;774;1;1;0;0;0
172.67.142.20;172.67.142.20;80;1205;4600;0;;;;1623;768;1;1;0;0;0
34.194.41.221;34.194.41.221;80;1208;580;4744870;US;United States;Ashburn;2521;39;3;1;0;0;0
172.67.181.54;172.67.181.54;80;1209;120;6252001;US;United States;;21984;872;1;1;0;0;0
172.67.167.73;172.67.167.73;80;1209;120;6252001;US;United States;;14087;835;1;1;0;0;0
172.67.70.117;172.67.70.117;80;1209;120;6252001;US;United States;;8968;746;1;1;0;0;0
159.112.235.1;159.112.235.1;80;1210;20;6252001;US;United States;;8826;836;1;1;0;0;0
173.245.58.158;173.245.58.158;80;1210;100;0;;;;3491;736;1;1;0;0;0
108.162.198.212;108.162.198.212;80;1210;100;0;;;;232;134;1;1;0;0;0
108.162.193.48;108.162.193.48;80;1210;80;0;;;;101;74;1;1;0;0;0
172.67.70.29;172.67.70.29;80;1217;3560;6252001;US;United States;;16160;801;1;1;0;0;0
172.67.176.4;172.67.176.4;80;1220;140;6252001;US;United States;;14789;886;1;1;0;0;0
23.227.38.212;23.227.38.212;80;1220;120;6251999;CA;Canada;;13917;878;1;1;0;0;0
23.227.38.23;23.227.38.23;80;1220;140;6251999;CA;Canada;;13927;863;1;1;0;0;0
172.67.254.246;172.67.254.246;80;1220;120;6252001;US;United States;;9957;826;1;1;0;0;0
141.101.120.6;141.101.120.6;80;1220;120;6255149;;;;10086;740;1;1;0;0;0
141.101.120.221;141.101.120.221;80;1220;120;6255149;;;;10087;749;1;1;0;0;0
66.235.200.197;66.235.200.197;80;1220;120;6252001;US;United States;;9984;785;1;1;0;0;0
23.227.39.190;23.227.39.190;80;1220;100;6094817;CA;Canada;Ottawa;9828;744;1;1;0;0;0
66.235.200.133;66.235.200.133;80;1220;100;6252001;US;United States;;9302;765;1;1;0;0;0
173.245.49.164;173.245.49.164;80;1220;120;2988507;FR;France;Paris;8292;779;1;1;0;0;0
172.67.168.40;172.67.168.40;80;1220;120;6252001;US;United States;;5382;769;1;1;0;0;0
8.35.211.233;8.35.211.233;80;1220;120;0;;;;108;97;1;1;0;0;0
141.101.113.180;141.101.113.180;80;1220;120;0;;;;106;87;1;1;0;0;0
50.122.86.118;50.122.86.118;80;1254;560;4889426;US;United States;Danville;17168;520;4;1;0;0;0
141.101.115.10;141.101.115.10;80;1256;160;6255149;;;;10721;813;1;1;0;0;0
172.64.69.165;172.64.69.165;80;1256;100;6252001;US;United States;;10384;751;1;1;0;0;0
141.101.120.51;141.101.120.51;80;1256;120;6255149;;;;10116;760;1;1;0;0;0
66.235.200.11;66.235.200.11;80;1256;120;6252001;US;United States;;9565;776;1;1;0;0;0
185.238.228.83;185.238.228.83;80;1256;40;2510769;ES;Spain;;8750;854;1;1;0;0;0
173.245.49.239;173.245.49.239;80;1256;120;2988507;FR;France;Paris;8253;783;1;1;0;0;0
66.235.200.229;66.235.200.229;80;1256;140;6252001;US;United States;;8141;759;1;1;0;0;0
172.67.196.58;172.67.196.58;80;1256;120;0;;;;190;109;1;1;0;0;0
108.162.193.200;108.162.193.200;80;1256;100;0;;;;127;107;1;1;0;0;0
108.162.193.130;108.162.193.130;80;1256;120;0;;;;156;81;1;1;0;0;0
23.227.38.153;23.227.38.153;80;1262;4560;6251999;CA;Canada;;14083;820;1;1;0;0;0
108.162.192.82;108.162.192.82;80;1262;4560;0;;;;72;124;1;1;0;0;0
172.67.180.19;172.67.180.19;80;1267;120;6252001;US;United States;;15222;843;1;1;0;0;0
141.101.123.3;141.101.123.3;80;1277;120;6255149;;;;10119;740;1;1;0;0;0
23.227.39.216;23.227.39.216;80;1277;180;6094817;CA;Canada;Ottawa;8231;730;1;1;0;0;0
188.114.98.119;188.114.98.119;80;1277;140;2759794;NL;Netherlands;Amsterdam;5129;765;1;1;0;0;0
172.67.166.1;172.67.166.1;80;1277;100;0;;;;2591;757;1;1;0;0;0
162.214.3.183;162.214.3.183;3128;1281;3160;6252001;US;United States;;6856;6483;4;0;1;0;0
72.195.101.99;72.195.101.99;4145;1291;980;6252001;US;United States;;19836;5979;4;0;0;1;0
172.64.155.119;172.64.155.119;80;1361;160;6252001;US;United States;;7098;750;1;1;0;0;0
143.42.66.91;143.42.66.91;80;1377;2220;1880252;SG;Singapore;Singapore;20361;7059;4;1;0;0;0
139.60.209.2;139.60.209.2;80;1377;4320;4357141;US;United States;Hagerstown;2278;238;4;1;0;0;0
172.67.181.9;172.67.181.9;80;1379;4020;6252001;US;United States;;21827;919;1;1;0;0;0
141.101.123.24;141.101.123.24;80;1379;4620;6255149;;;;16278;814;1;1;0;0;0
172.64.88.12;172.64.88.12;80;1379;4620;6252001;US;United States;;10354;758;1;1;0;0;0
141.101.120.132;141.101.120.132;80;1379;4640;6255149;;;;10184;742;1;1;0;0;0
172.67.179.119;172.67.179.119;80;1379;4640;0;;;;3448;755;1;1;0;0;0
172.67.70.7;172.67.70.7;80;1382;200;6252001;US;United States;;16291;798;1;1;0;0;0
172.67.188.13;172.67.188.13;80;1382;140;6252001;US;United States;;11541;843;1;1;0;0;0
172.67.208.202;172.67.208.202;80;1382;200;6252001;US;United States;;8188;807;1;1;0;0;0
172.67.162.180;172.67.162.180;80;1382;120;6252001;US;United States;;3881;761;1;1;0;0;0
192.73.244.36;192.73.244.36;80;1383;760;6252001;US;United States;;22877;15104;4;1;0;0;0
23.227.38.219;23.227.38.219;80;1390;4500;6251999;CA;Canada;;13955;864;1;1;0;0;0
172.67.180.226;172.67.180.226;80;1390;4520;6252001;US;United States;;11876;831;1;1;0;0;0
141.101.123.44;141.101.123.44;80;1390;3820;6255149;;;;10323;709;1;1;0;0;0
172.65.90.2;172.65.90.2;80;1391;1320;0;;;;4969;106;1;1;0;0;0
172.67.171.233;172.67.171.233;80;1392;2620;6252001;US;United States;;12288;845;1;1;0;0;0
141.101.122.195;141.101.122.195;80;1392;2600;6255149;;;;10089;750;1;1;0;0;0
18.216.55.100;18.216.55.100;80;1393;580;4509177;US;United States;Columbus;2573;104;3;1;0;0;0
216.68.128.121;216.68.128.121;4145;1394;2700;4508722;US;United States;Cincinnati;4514;653;4;0;0;1;0
203.99.240.182;203.99.240.182;80;1404;860;1861060;JP;Japan;;516;205;4;1;0;0;0
172.65.90.47;172.65.90.47;80;1404;540;0;;;;975;24;1;1;0;0;0
172.67.207.127;172.67.207.127;80;1405;120;6252001;US;United States;;18476;863;1;1;0;0;0
172.67.254.147;172.67.254.147;80;1405;140;6252001;US;United States;;16598;882;1;1;0;0;0
172.67.70.154;172.67.70.154;80;1405;100;6252001;US;United States;;16263;791;1;1;0;0;0
172.67.173.43;172.67.173.43;80;1405;120;6252001;US;United States;;10876;818;1;1;0;0;0
141.101.121.250;141.101.121.250;80;1405;100;6255149;;;;10079;751;1;1;0;0;0
141.101.123.37;141.101.123.37;80;1405;100;6255149;;;;10107;747;1;1;0;0;0
66.235.200.236;66.235.200.236;80;1405;120;6252001;US;United States;;9990;748;1;1;0;0;0
172.67.250.9;172.67.250.9;80;1405;120;6252001;US;United States;;8636;798;1;1;0;0;0
172.67.125.246;172.67.125.246;80;1405;120;6252001;US;United States;;7248;729;1;1;0;0;0
172.67.229.23;172.67.229.23;80;1405;120;6252001;US;United States;;6234;775;1;1;0;0;0
108.162.193.144;108.162.193.144;80;1405;100;0;;;;141;99;1;1;0;0;0
48.210.225.96;48.210.225.96;80;1405;960;1850147;JP;Japan;Tokyo;225;94;3;1;0;0;0
172.67.201.154;172.67.201.154;80;1407;80;6252001;US;United States;;19571;866;1;1;0;0;0
172.67.180.62;172.67.180.62;80;1407;100;6252001;US;United States;;15183;888;1;1;0;0;0
103.21.244.35;103.21.244.35;80;1407;20;4744870;US;United States;Ashburn;10713;816;1;1;0;0;0
141.101.121.171;141.101.121.171;80;1407;100;6255149;;;;10106;748;1;1;0;0;0
141.101.121.243;141.101.121.243;80;1407;160;6255149;;;;10105;725;1;1;0;0;0
188.114.96.51;188.114.96.51;80;1407;100;2759794;NL;Netherlands;Amsterdam;9956;802;1;1;0;0;0
45.131.5.89;45.131.5.89;80;1407;20;2750405;NL;Netherlands;;8707;842;1;1;0;0;0
66.235.200.8;66.235.200.8;80;1407;120;6252001;US;United States;;8611;750;1;1;0;0;0
172.67.124.55;172.67.124.55;80;1407;140;6252001;US;United States;;7371;748;1;1;0;0;0
188.114.96.106;188.114.96.106;80;1407;120;0;;;;3037;756;1;1;0;0;0
216.229.112.25;216.229.112.25;8080;1484;3980;5526805;US;United States;Muleshoe;334;192;4;1;0;0;0
141.101.123.13;141.101.123.13;80;1490;4740;6255149;;;;16326;846;1;1;0;0;0
120.92.212.16;120.92.212.16;8890;1492;1140;1814991;CN;China;;450;176;4;1;0;0;0
172.67.177.60;172.67.177.60;80;1494;140;6252001;US;United States;;14031;852;1;1;0;0;0
173.245.59.100;173.245.59.100;80;1494;140;0;;;;3237;766;1;1;0;0;0
128.199.202.122;128.199.202.122;3128;1497;3380;1880251;SG;Singapore;;26890;13015;4;1;0;0;0
72.211.46.124;72.211.46.124;4145;1498;880;5359777;US;United States;Irvine;2409;1482;4;0;0;1;0
198.177.252.24;198.177.252.24;4145;1499;920;6252001;US;United States;;2556;877;4;0;0;1;0
209.97.150.167;209.97.150.167;3128;1501;560;5096699;US;United States;Clifton;5401;5856;4;1;0;0;0
172.64.78.198;172.64.78.198;80;1504;260;0;;;;2457;164;1;1;0;0;0
172.67.182.107;172.67.182.107;80;1505;120;6252001;US;United States;;21875;881;1;1;0;0;0
172.67.180.1;172.67.180.1;80;1505;160;6252001;US;United States;;15195;882;1;1;0;0;0
172.67.167.153;172.67.167.153;80;1505;2320;6252001;US;United States;;14099;838;1;1;0;0;0
23.227.38.121;23.227.38.121;80;1505;2320;6251999;CA;Canada;;14031;849;1;1;0;0;0
188.114.98.160;188.114.98.160;80;1505;160;2759794;NL;Netherlands;Amsterdam;11489;844;1;1;0;0;0
141.101.120.19;141.101.120.19;80;1505;100;6255149;;;;10159;772;1;1;0;0;0
172.64.149.46;172.64.149.46;80;1505;100;6252001;US;United States;;9364;780;1;1;0;0;0
172.64.158.57;172.64.158.57;80;1505;160;6252001;US;United States;;9294;762;1;1;0;0;0
172.67.131.76;172.67.131.76;80;1505;2320;0;;;;3210;759;1;1;0;0;0
172.67.66.177;172.67.66.177;80;1505;1020;0;;;;2541;710;1;1;0;0;0
172.67.219.18;172.67.219.18;80;1505;120;0;;;;1409;747;1;1;0;0;0
108.162.193.142;108.162.193.142;80;1505;1580;0;;;;132;82;1;1;0;0;0
172.67.177.167;172.67.177.167;80;1506;160;6252001;US;United States;;14033;869;1;1;0;0;0
66.235.200.171;66.235.200.171;80;1506;120;6252001;US;United States;;9545;760;1;1;0;0;0
188.114.99.26;188.114.99.26;80;1506;120;0;;;;2992;741;1;1;0;0;0
108.162.192.211;108.162.192.211;80;1506;120;0;;;;43;73;1;1;0;0;0
173.245.49.85;173.245.49.85;80;1507;120;2988507;FR;France;Paris;14016;878;1;1;0;0;0
172.67.155.255;172.67.155.255;80;1507;160;6252001;US;United States;;10206;818;1;1;0;0;0
141.101.122.33;141.101.122.33;80;1507;120;6255149;;;;10199;737;1;1;0;0;0
172.64.149.81;172.64.149.81;80;1528;140;6252001;US;United States;;10281;790;1;1;0;0;0
188.114.99.92;188.114.99.92;80;1528;120;0;;;;3025;759;1;1;0;0;0
172.67.70.116;172.67.70.116;80;1535;4620;6252001;US;United States;;16217;808;1;1;0;0;0
172.67.156.163;172.67.156.163;80;1535;3860;6252001;US;United States;;9101;823;1;1;0;0;0
172.67.192.11;172.67.192.11;80;1539;120;6252001;US;United States;;11541;840;1;1;0;0;0
172.67.80.58;172.67.80.58;80;1550;120;6252001;US;United States;;9927;746;1;1;0;0;0
141.101.120.249;141.101.120.249;80;1632;4540;6255149;;;;10116;764;1;1;0;0;0
141.101.121.72;141.101.121.72;80;1632;4640;6255149;;;;10104;747;1;1;0;0;0
141.101.122.97;141.101.122.97;80;1632;4640;6255149;;;;10085;756;1;1;0;0;0
172.67.70.215;172.67.70.215;80;1632;4640;6252001;US;United States;;8968;743;1;1;0;0;0
172.67.71.139;172.67.71.139;80;1632;4540;6252001;US;United States;;8172;740;1;1;0;0;0
172.66.41.36;172.66.41.36;80;1632;4640;0;;;;2567;759;1;1;0;0;0
cta.ruangguru.com;188.114.96.1;80;1632;3960;2761369;AT;Austria;Vienna;850;755;1;1;0;0;0
8.35.211.115;8.35.211.115;80;1632;4640;0;;;;182;136;1;1;0;0;0
23.227.38.89;23.227.38.89;80;1635;100;6251999;CA;Canada;;13884;882;1;1;0;0;0
188.114.96.37;188.114.96.37;80;1635;140;2759794;NL;Netherlands;Amsterdam;9922;803;1;1;0;0;0
172.67.161.247;172.67.161.247;80;1635;200;6252001;US;United States;;5108;745;1;1;0;0;0
141.101.114.34;141.101.114.34;80;1636;140;6255149;;;;7752;815;1;1;0;0;0
23.227.38.83;23.227.38.83;80;1647;140;6251999;CA;Canada;;14021;850;1;1;0;0;0
172.67.185.153;172.67.185.153;80;1647;120;6252001;US;United States;;11606;831;1;1;0;0;0
31.43.179.253;31.43.179.253;80;1647;60;1522867;KZ;Kazakstan;;11278;898;1;1;0;0;0
188.114.96.28;188.114.96.28;80;1647;160;2759794;NL;Netherlands;Amsterdam;11371;844;1;1;0;0;0
141.101.121.107;141.101.121.107;80;1647;120;6255149;;;;10176;722;1;1;0;0;0
172.64.83.143;172.64.83.143;80;1647;160;6252001;US;United States;;8389;770;1;1;0;0;0
188.114.96.67;188.114.96.67;80;1668;160;2759794;NL;Netherlands;Amsterdam;9915;809;1;1;0;0;0
172.67.254.136;172.67.254.136;80;1865;4660;6252001;US;United States;;16576;889;1;1;0;0;0
172.67.180.35;172.67.180.35;80;1865;4680;6252001;US;United States;;15231;861;1;1;0;0;0
141.101.120.86;141.101.120.86;80;1865;4680;6255149;;;;10128;761;1;1;0;0;0
159.112.235.190;159.112.235.190;80;1865;3880;6252001;US;United States;;9086;834;1;1;0;0;0
172.64.86.14;172.64.86.14;80;1865;4660;0;;;;1688;749;1;1;0;0;0
172.67.177.158;172.67.177.158;80;1866;3960;6252001;US;United States;;13996;870;1;1;0;0;0
